file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/bs.adcom.2019.09.003/10.1016_bs.adcom.2019.09.003.json,A first continuous and distributed satellite-based mapping of river discharge over the Amazon,"Digital Twin is a virtual or digitized model of a service, product, or a process or any IoT",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'edge computing']",23
./full_texts/10.1016/j.future.2021.06.020/10.1016_j.future.2021.06.020.json,Chapter 10 A computational approach to understand building floor plan images using machine learning techniques,"digital twin is a digital representation of a real-world entity or system that continuously learns and updates itself from multiple sources to represent its near real-time status, working condition or position",manufacturing and industrial engineering,manufacturing and industrial engineering,391
./full_texts/10.1016/j.compind.2021.103594/10.1016_j.compind.2021.103594.json,Abstracts,Digital twin is a key enabler of ICT revolution to address these challenges towards automated and intelligent construction,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",361
./full_texts/10.1016/j.compind.2021.103594/10.1016_j.compind.2021.103594.json,Abstracts,"Digital twin is a comprehensively digital representation of entities or activities reflecting both semantic and geometric properties and behaviors based on Information and Communication Technology (ICT) (Cimino et al., 2019; Guo et al., 2020)",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",246
./full_texts/10.1016/j.compind.2021.103594/10.1016_j.compind.2021.103594.json,Abstracts,"Digital twin is a comprehensive digital equivalent of an object, which can reflect both semantic and geometric properties and behaviors using virtual models and data, while Cyber-Physical System (CPS) mainly focuses on the 3 C concepts including computing, communication, and control to achieve real-time sensing, automatic operation, and information integration for industry (Errandonea et al., 2020; Mandolla et al., 2019; Tao et al., 2019)",construction and infrastructure,construction and infrastructure,110
./full_texts/10.1016/j.jii.2023.100488/10.1016_j.jii.2023.100488.json,Digital twin-enabled smart modular integrated construction system for on-site assembly,digital twin is a suitable and beneficial technology for industrial information integration,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",344
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"Digital Twin is a digital representation of a real-world product, equipment, process, or system that allows organisations to understand, analyse, and optimise their processes through real-time simulation",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",14
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"Digital Twin is a valuable tool in heavy aerospace machinery, automotive, and aerospace applications",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",255
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"digital twin is a constantly updated virtual representation, a true-to-reality simulation of the physics and materials of a real-world physical asset or system",manufacturing and industrial engineering,manufacturing and industrial engineering,24
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,Digital Twin is a revolutionary technology for examining systems or industrial processes like heat control,manufacturing and industrial engineering,manufacturing and industrial engineering,298
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"digital twin is a virtual mind that minimises human decision-making with super-informed conclusions based on historical data, smart analytics, real-time environmental conditions, etc",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",9
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"Digital Twin is a virtual representation of objects, processes, and systems that exist in real-time",manufacturing and industrial engineering,manufacturing and industrial engineering,17
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,Digital Twin is a simple algorithm that forecasts how a product or process will perform based on real-world data [1–3],manufacturing and industrial engineering,manufacturing and industrial engineering,141
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,digital twin is a virtual model duplicating an IoT device's physical components and behaviours across all phases of its lifespan,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",272
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"digital twin is a highly scalable, industry-ready technology that introduces Industry 4.0 capabilities to traditional industrial manufacturing",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",43
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,digital twin is a virtual replica that mimics the behaviour of an actual object or process throughout its existence,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",99
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"digital twin is a virtual version of an object or system that spans its lifespan, is updated from real-time data, and aids decision-making through simulation, ML, and reasoning",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",46
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,"digital twin is a digital representation or abstraction of a physical item, such as a machine or gadget",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",3
./full_texts/10.1016/j.cogr.2023.04.003/10.1016_j.cogr.2023.04.003.json,Lower carboniferous fractured carbonates of the Campine Basin (NE-Belgium) as potential geothermal reservoir: Age and origin of open carbonate veins,digital twin is a virtual representation of a physical system that may also function as an independent entity,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",375
./full_texts/10.1016/j.ssci.2020.104799/10.1016_j.ssci.2020.104799.json,Ceramic buckling for determining the residual stress in thin films,digital twin is a vital part of the test system shown in Fig,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'additive manufacturing', 'process monitoring']",108
./full_texts/10.1016/j.ssci.2020.104799/10.1016_j.ssci.2020.104799.json,Ceramic buckling for determining the residual stress in thin films,"digital twin is a virtual representation of a particular ship, called own ship, that will be controlled by the ANS under test",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",177
./full_texts/10.1016/bs.adcom.2019.09.004/10.1016_bs.adcom.2019.09.004.json,A systematic review of additive manufacturing-based remanufacturing techniques for component repair and restoration,"digital twin is a computational-relation-model of the physical entity which means that it can virtually replicate the behavior of the physical machine, and give an insight on how the machine will react when prompted with various actions",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",360
./full_texts/10.1016/j.autcon.2020.103547/10.1016_j.autcon.2020.103547.json,Distinguishing artefacts: evaluating the saturation point of convolutional neural networks,"digital twin is a digital replica of a living or non-living physical entity, characterized by cyber-physical interaction",manufacturing and industrial engineering,['digital twin'],30
./full_texts/10.1016/j.ifacol.2015.06.141/10.1016_j.ifacol.2015.06.141.json,"Chapter 6 Social media, diversity, equity, and inclusion",digital twin is a highly dynamic concept growing in complexity along the life cycle,manufacturing and industrial engineering,"['smart manufacturing', 'machine learning', 'artificial intelligence', 'product lifecycle', 'additive manufacturing', 'process monitoring']",188
./full_texts/10.1016/j.ifacol.2015.06.141/10.1016_j.ifacol.2015.06.141.json,"Chapter 6 Social media, diversity, equity, and inclusion",digital twin is a core enabler of autonomy and therefore key for achieving a new level of flexibility in automation systems,manufacturing and industrial engineering,manufacturing and industrial engineering,322
./full_texts/10.1016/B978-0-12-821122-9.00005-1/10.1016_B978-0-12-821122-9.00005-1.json,Best frenemies? A characterization of TNC and transit users,Digital twin is a combination of all existing and isolated models as a whole main process,technology and it,technology and it,182
./full_texts/10.1016/j.fluid.2022.113614/10.1016_j.fluid.2022.113614.json,Buffeting-induced stress analysis of long-span twin-box-beck bridges based on POD pressure modes,digital twin is a model of a process that allows process development experiments to be run in silico—on a computer—rather than on actual lab”,manufacturing and industrial engineering,manufacturing and industrial engineering,337
./full_texts/10.1016/j.compscitech.2023.110139/10.1016_j.compscitech.2023.110139.json,Properties and precipitates of the high strength and electrical conductivity Cu-Ni-Co-Si-Cr alloy,digital twin is characterized by two advantageous features [8]: (i) high-fidelity virtual representations and (ii) real-time updates with the changing of their physical counterparts,manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'product lifecycle']",120
./full_texts/10.1016/j.cofs.2020.03.002/10.1016_j.cofs.2020.03.002.json,Chapter 4 Survey of Living Primates,"digital twin is defined as a virtual replica of the real process operation, which is connected to the real world by sensor data and advanced big data analytical tools",manufacturing and industrial engineering,manufacturing and industrial engineering,1
./full_texts/10.1016/j.cofs.2020.03.002/10.1016_j.cofs.2020.03.002.json,Chapter 4 Survey of Living Primates,"digital twin is a collection of efficient computational models that present a virtual replica of the actual product, process and operation",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'industrial internet', 'process monitoring']",23
./full_texts/10.1016/j.promfg.2018.06.101/10.1016_j.promfg.2018.06.101.json,Chapter 3 The Rise of the Club/Rave DJ,digital twin is a virtual exact representation of a physical object and its characteristics,manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'additive manufacturing']",91
./full_texts/10.1016/j.nucengdes.2023.112502/10.1016_j.nucengdes.2023.112502.json,Machining-induced surface integrity of holes drilled in lead-free brass alloy,"Digital twin is a virtual representation of a physical object, system, or process",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial neural network', 'deep learning']",17
./full_texts/10.1016/j.spc.2021.11.019/10.1016_j.spc.2021.11.019.json,A nationwide indicator to smooth and normalize heterogeneous SARS-CoV-2 RNA data in wastewater,digital twin is a real-time digital counterpart and virtual representation of the physical objects/process,industry,supply chain and logistics,120
./full_texts/10.1016/j.procs.2022.01.200/10.1016_j.procs.2022.01.200.json,Variation in the thermal ecology of an endemic iguana from Mexico reduces its vulnerability to global warming,digital twin is a promising tool to minimize fruit waste by monitoring and predicting the status of fresh produce throughout its life,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'process monitoring', 'predictive maintenance']",20
./full_texts/10.1016/j.jmsy.2023.07.016/10.1016_j.jmsy.2023.07.016.json,Blockchain-based fine-grained digital twin sharing framework for social manufacturing,digital twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometrical level,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",11
./full_texts/10.1016/j.jmsy.2023.07.016/10.1016_j.jmsy.2023.07.016.json,Blockchain-based fine-grained digital twin sharing framework for social manufacturing,"digital twin is a virtual instance of a physical system (twin) that is continually updated with the latter’s performance, maintenance, and health status data throughout the physical system’s life cycle",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",13
./full_texts/10.1016/j.jmsy.2023.07.016/10.1016_j.jmsy.2023.07.016.json,Blockchain-based fine-grained digital twin sharing framework for social manufacturing,"digital twin is a lifecycle digital product combined-driven by data and model in virtual space, and it can estimate system characteristics in real time and reveal their evolution laws during the lifecycle by integrating physical information and intelligent methods",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",208
./full_texts/10.1016/j.procs.2022.10.136/10.1016_j.procs.2022.10.136.json,Influence of carbon nanofiber reinforcement on mechanical properties of polymer composites developed by FDM,Digital twin is a virtual representation of a physical existence which has dynamic connection with corresponding virtual one,manufacturing and industrial engineering,['digital twin'],17
./full_texts/10.1016/j.autcon.2022.104695/10.1016_j.autcon.2022.104695.json,Recent developments in polymers/polymer nanocomposites for additive manufacturing,digital twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometric level,technology and it,"['digital twin', 'artificial intelligence', 'machine learning']",11
./full_texts/10.1016/j.autcon.2022.104695/10.1016_j.autcon.2022.104695.json,Recent developments in polymers/polymer nanocomposites for additive manufacturing,"digital twin is a digital representation of physical assets, processes or systems in the built environment [18]",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'process monitoring']",94
./full_texts/10.1016/j.oceaneng.2022.112617/10.1016_j.oceaneng.2022.112617.json,Aerothermal performance of square duct enhanced by twisted tape with inclined ribs and slots,"digital twin is a virtual replica of a real-world system capable of digitally mirroring its behavior in front of any external (e.g., boundary conditions) or internal scenarios (e.g., a different component), allowing a reduction of manufacturing costs and the development of innovative model-based devices (e.g., weather routing navigation systems)",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",205
./full_texts/10.1016/j.ejor.2021.10.060/10.1016_j.ejor.2021.10.060.json,Stochastic isogeometric buckling analysis of composite shell considering multiple uncertainties,digital twin is a digital representation of physical objects or a system and decision support is an important use case for digital twins in logistics systems,supply chain and logistics,supply chain and logistics,205
./full_texts/10.1016/bs.adcom.2019.09.010/10.1016_bs.adcom.2019.09.010.json,Plastic deformation behavior of a Mg-1.5Zn-0.1Ca (mass%) alloy sheet under different strain paths,"digital twin is a technology that allows us to design, test and build systems for everything in the physical world [1]",manufacturing and industrial engineering,manufacturing and industrial engineering,32
./full_texts/10.1016/bs.adcom.2019.09.010/10.1016_bs.adcom.2019.09.010.json,Plastic deformation behavior of a Mg-1.5Zn-0.1Ca (mass%) alloy sheet under different strain paths,"digital twin is a collection of models, simulations, operational data, legacy data, and many more elements",manufacturing and industrial engineering,"['digital twin', 'machine learning']",15
./full_texts/10.1016/j.prostr.2021.10.051/10.1016_j.prostr.2021.10.051.json,Implementing a Digital Twin-based fault detection and diagnosis approach for optimal operation and maintenance of urban distributed solar photovoltaics,digital twin is a composite wind rotor blade presented and discussed by Sayer et al,manufacturing and industrial engineering,manufacturing and industrial engineering,50
./full_texts/10.1016/B978-0-12-819160-6.00010-X/10.1016_B978-0-12-819160-6.00010-X.json,Titaniferous heavy mineral aggregates as a tool in exploration for pegmatitic and aplitic rare-metal deposits (SE Germany),digital twin is a virtual representation of an asset in the real world,manufacturing and industrial engineering,"['digital twin', 'process monitoring', 'predictive maintenance', 'reinforcement learning']",91
./full_texts/10.1016/B978-0-12-819160-6.00010-X/10.1016_B978-0-12-819160-6.00010-X.json,Titaniferous heavy mineral aggregates as a tool in exploration for pegmatitic and aplitic rare-metal deposits (SE Germany),digital twin is a virtual representation of a physical device [1],manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'process monitoring', 'predictive maintenance']",251
./full_texts/10.1016/j.cie.2023.109363/10.1016_j.cie.2023.109363.json,Target-free recognition of cable vibration in complex backgrounds based on computer vision,"Digital Twin is a Platform as a Service (PaaS) offering that provides a digital twin architecture to create and manage models of physical environments like cities, buildings, and factories",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",291
./full_texts/10.1016/j.scs.2023.104446/10.1016_j.scs.2023.104446.json,Multi-dimensional modeling and abnormality handling of digital twin shop floor,"digital twin is a virtual representation of real-world entities and processes, synchronized at a specified frequency and fidelity",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",52
./full_texts/10.1016/j.jsv.2022.117000/10.1016_j.jsv.2022.117000.json,Digital twin model of gas turbine and its application in warning of performance fault,digital twin is a two-dimensional representation of the sandwich (Fig,manufacturing and industrial engineering,manufacturing and industrial engineering,150
./full_texts/10.1016/j.rcim.2022.102489/10.1016_j.rcim.2022.102489.json,Effective sampling for drift mitigation in machine learning using scenario selection: A microgrid case study,"Digital Twin is a multi-dimensional, multi-space-time scale, and multi-discipline dynamic virtual model of physical entities in a digital way to simulate and describe the properties, behaviors, and rules of physical entities",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'product lifecycle', 'additive manufacturing', 'predictive maintenance']",271
./full_texts/10.1016/j.energy.2020.117126/10.1016_j.energy.2020.117126.json,Self-updating digital twin of a hydrogen-powered furnace using data assimilation,digital twin is a virtual replica of real ship or a particular system that coexists with its physical counterpart and maps the dynamic behaviour in real-time,manufacturing and industrial engineering,manufacturing and industrial engineering,105
./full_texts/10.1016/j.cirp.2018.04.039/10.1016_j.cirp.2018.04.039.json,The Intelligent Beijing–Zhangjiakou High-Speed Railway,"digital twin is a digital representation of a physical asset that can be used to describe the asset’s properties, condition, and behavior through modeling, analysis, and simulation [2–7]",manufacturing and industrial engineering,"['digital twin', 'product lifecycle']",94
./full_texts/10.1016/j.deman.2021.100004/10.1016_j.deman.2021.100004.json,"An architectural building cluster morphology generation method to perceive, derive, and form based on cyborg-physical wind tunnel (CPWT)",digital twin is defined as a virtual avatar or a simulation that reproduces the behavior of a mechanical part,healthcare and medical innovation,healthcare and medical innovation,99
./full_texts/10.1016/j.oceaneng.2023.115656/10.1016_j.oceaneng.2023.115656.json,Does spatiotemporal heterogeneity matter? Air transport and the rise of high-tech industry in China,"digital twin is a hot research topic, and their application in ship propulsion shaft alignment is urgent",manufacturing and industrial engineering,"['machine learning', 'process monitoring', 'predictive maintenance']",128
./full_texts/10.1016/j.ecoinf.2023.102357/10.1016_j.ecoinf.2023.102357.json,Conceptualizing customer value in data-driven services and smart PSS,Digital Twin is a contemporary digital representation paradigm that is capable of encompassing the complex interactions within the natural environment,manufacturing and industrial engineering,['digital twin'],91
./full_texts/10.1016/j.ecoinf.2023.102357/10.1016_j.ecoinf.2023.102357.json,Conceptualizing customer value in data-driven services and smart PSS,"digital twin is a digital replica of real-world entities and processes, synchronised at a specified frequency and fidelity",manufacturing and industrial engineering,['digital twin'],52
./full_texts/10.1016/j.ecoinf.2023.102357/10.1016_j.ecoinf.2023.102357.json,Conceptualizing customer value in data-driven services and smart PSS,Digital Twin is a constantly evolving system (mutually with its physical counterpart if that exists) and the end-of-life of an application can directly lead to the design stage for a new application while having a strong incentive to reuse the existing infrastructure and service architecture,manufacturing and industrial engineering,['digital twin'],365
./full_texts/10.1016/j.compstruct.2022.116557/10.1016_j.compstruct.2022.116557.json,Enhanced long-term thermal stability and mechanical properties of twin-roll cast Al–Mg–Si alloys with Mn and Cu additions,"Digital Twin is a modular approach where each component, starting from the whole aircraft, is associated with a set of Computer Aided Engineering Models (CAEMs)",manufacturing and industrial engineering,['digital twin'],301
./full_texts/10.1016/j.procir.2021.11.206/10.1016_j.procir.2021.11.206.json,Chapter 6 Retinal Detachment,Digital Twin is a virtual representation of its physical counterpart,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",26
./full_texts/10.1016/j.tust.2022.104493/10.1016_j.tust.2022.104493.json,Chapter 1 Railway Transport Capacity and Construction Standards,digital twin is a digital replica or virtual representations of 3D physical entities in the real world,manufacturing and industrial engineering,manufacturing and industrial engineering,91
./full_texts/10.1016/B978-0-12-819515-4.00009-X/10.1016_B978-0-12-819515-4.00009-X.json,Chapter 9 Process automation systems,"Digital Twin is a long-term process, having eventually an open end",energy and environmental sciences,energy and environmental sciences,154
./full_texts/10.1016/j.jobe.2021.102726/10.1016_j.jobe.2021.102726.json,Visualization of temporal change in soundscape power of a Michigan lake habitat over a 4-year period,"Digital twin is a cradle-to-grave model of an aircraft structure’s ability to meet mission requirements, including sub-models of the electronics, the flight controls, the propulsion system, and other subsystems",construction and infrastructure,construction and infrastructure,127
./full_texts/10.1016/j.jobe.2021.102726/10.1016_j.jobe.2021.102726.json,Visualization of temporal change in soundscape power of a Michigan lake habitat over a 4-year period,Digital twin is a product digital counterpart of a physical product,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",89
./full_texts/10.1016/j.jobe.2021.102726/10.1016_j.jobe.2021.102726.json,Visualization of temporal change in soundscape power of a Michigan lake habitat over a 4-year period,Digital twin is a digital representation of a real-world object with focus on the object itself,construction and infrastructure,construction and infrastructure,294
./full_texts/10.1016/j.jobe.2021.102726/10.1016_j.jobe.2021.102726.json,Visualization of temporal change in soundscape power of a Michigan lake habitat over a 4-year period,digital twin is a virtual representation of a real product in the context of Cyber-Physical Systems,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",375
./full_texts/10.1016/j.jobe.2021.102726/10.1016_j.jobe.2021.102726.json,Visualization of temporal change in soundscape power of a Michigan lake habitat over a 4-year period,Digital twin is a connected and synchronised digital replica of physical assets which represent both the elements and the dynamics of how systems and devices operate within their environment and live throughout their lifecycle,unkown,unkown,70
./full_texts/10.1016/j.susoc.2022.01.008/10.1016_j.susoc.2022.01.008.json,Parallel-Connected Battery Current Imbalance Dynamics,"digital twin is a virtual model of physical properties, processes, systems, and equipment, thereby showing both the system's elements and dynamics",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",205
./full_texts/10.1016/j.dcan.2023.05.008/10.1016_j.dcan.2023.05.008.json,The impact of climate change on water provision under a low flow regime: A case study of the ecosystems services in the Francoli river basin,digital twin is a digital replica of a living or non-living physical entity [3],manufacturing and industrial engineering,"['digital twin', 'edge computing']",30
./full_texts/10.1016/j.acalib.2023.102789/10.1016_j.acalib.2023.102789.json,Subject Index to Volume 112,digital twin is a virtual representation of a real physical object or environment,manufacturing and industrial engineering,['digital twin'],91
./full_texts/10.1016/j.ifacol.2022.10.134/10.1016_j.ifacol.2022.10.134.json,"The impact of storms in the morphodynamic evolution of a human-impacted semi-sheltered beach (Agadir Bay, Morocco)","digital twin is a detailed simulation model of an actual supply chain which uses real- time data/snapshots to forecast supply chain dynamicsâ€� (AnyLogistix, 2020)",supply chain and logistics,supply chain and logistics,31
./full_texts/10.1016/j.ifacol.2022.10.134/10.1016_j.ifacol.2022.10.134.json,"The impact of storms in the morphodynamic evolution of a human-impacted semi-sheltered beach (Agadir Bay, Morocco)","digital twin is a detailed simulation model of an actual supply chain which uses real- time data/s apshots to forecast supply chain dynamicsâ€� (AnyLogistix, 2020)",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'industrial internet', 'product lifecycle', 'process monitoring']",31
./full_texts/10.1016/B978-0-12-804213-7.00005-0/10.1016_B978-0-12-804213-7.00005-0.json,Characterization of generic interactive digital twin for increased agility in forming,"digital twin is a concept that will enhance information management and collaboration, where the experts can work together, preventing costly mistakes and rework",manufacturing and industrial engineering,manufacturing and industrial engineering,233
./full_texts/10.1016/j.tust.2023.105544/10.1016_j.tust.2023.105544.json,A comparison of a perinatal self-administered inventory and personal interview techniques in an urban clinic,"digital twin is a highly realistic digital replica of a physical product, system, or process",manufacturing and industrial engineering,[],205
./full_texts/10.1016/j.jmsy.2020.01.009/10.1016_j.jmsy.2020.01.009.json,Free paper/poster presentations,Digital twin is a key enabling technology for smart manufacturing [12–14],manufacturing and industrial engineering,"['digital twin', 'product lifecycle', 'blockchain']",48
./full_texts/10.1016/j.solener.2023.01.013/10.1016_j.solener.2023.01.013.json,Index,digital twin is a dynamic scheme of an actual system that constantly adjusts to operating conditions according to the information acquired online and anticipates the future of its physical counterpart,energy and environmental sciences,energy and environmental sciences,58
./full_texts/10.1016/j.procir.2021.01.114/10.1016_j.procir.2021.01.114.json,Polymer Mechanochemistry: Manufacturing Is Now a Force to Be Reckoned With,Digital Twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometrical level,manufacturing and industrial engineering,"['digital twin', 'machine learning', 'predictive maintenance']",11
./full_texts/10.1016/j.procir.2021.01.114/10.1016_j.procir.2021.01.114.json,Polymer Mechanochemistry: Manufacturing Is Now a Force to Be Reckoned With,digital twin is a digital replica of a living or non-living physical entity,manufacturing and industrial engineering,manufacturing and industrial engineering,30
